DATE,PLAYER_NAME,OWN_TEAM,OPP_TEAM,VENUE,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-,USG%,PACE
2018-03-10,Rodney McGruder,MIA,WAS,H,20.266666666666666,5,6,.833,3,4,.750,0,0,,0,0,0,1,1,0,0,3,13,-1,13.3,99.3
2018-03-10,Dwyane Wade,MIA,WAS,H,14.916666666666666,3,11,.273,0,2,.000,2,2,1.000,0,1,1,1,1,0,0,2,8,+3,35.6,99.3
2018-03-10,Luke Babbitt,MIA,WAS,H,10.433333333333334,0,3,.000,0,2,.000,0,0,,0,1,1,1,0,1,1,1,0,-4,17.2,99.3
2018-03-10,Jordan Mickey,MIA,WAS,H,8.183333333333334,2,4,.500,0,2,.000,0,0,,1,0,1,0,2,1,1,1,4,-11,16.4,99.3
2018-03-10,Udonis Haslem,MIA,WAS,H,8.183333333333334,1,3,.333,0,1,.000,0,0,,1,1,2,2,0,1,0,0,2,-11,27.3,99.3
2018-03-10,Team Totals,MIA,WAS,H,240.0,52,88,.591,10,28,.357,15,21,.714,5,37,42,27,9,5,10,25,129,,100.0,99.3
2018-03-10,Dejounte Murray,SAS,OKC,R,29.75,4,10,.400,1,2,.500,0,0,,0,5,5,3,1,0,2,3,9,-6,18.8,97.2
2018-03-10,Kyle Anderson,SAS,OKC,R,25.85,3,7,.429,0,2,.000,0,2,.000,0,4,4,2,2,0,2,1,6,-8,17.8,97.2
2018-03-10,LaMarcus Aldridge,SAS,OKC,R,25.833333333333332,5,16,.313,0,1,.000,1,2,.500,3,4,7,1,1,0,3,5,11,-4,35.8,97.2
2018-03-10,Pau Gasol,SAS,OKC,R,24.566666666666666,3,8,.375,2,4,.500,0,0,,0,7,7,3,0,1,1,2,8,-11,17.1,97.2
2018-03-10,Patty Mills,SAS,OKC,R,24.033333333333335,2,6,.333,2,3,.667,0,0,,0,2,2,4,0,1,1,1,6,-4,13.6,97.2
2018-03-10,Rudy Gay,SAS,OKC,R,22.816666666666666,7,14,.500,0,1,.000,0,0,,1,5,6,1,0,0,0,0,14,-5,28.6,97.2
2018-03-10,Manu Ginobili,SAS,OKC,R,19.383333333333333,0,0,,0,0,,0,0,,0,3,3,6,1,0,2,2,0,-7,4.8,97.2
2018-03-10,Tony Parker,SAS,OKC,R,18.25,3,6,.500,0,0,,0,0,,0,2,2,5,0,0,1,1,6,-4,17.9,97.2
2018-03-10,Davis Bertans,SAS,OKC,R,18.133333333333333,4,6,.667,3,5,.600,3,3,1.000,0,1,1,0,1,1,1,5,14,-5,21.4,97.2
2018-03-10,Danny Green,SAS,OKC,R,17.533333333333335,2,4,.500,0,0,,0,0,,2,2,4,1,0,0,1,1,4,-16,13.3,97.2
2018-03-10,Joffrey Lauvergne,SAS,OKC,R,6.733333333333333,2,2,1.000,0,0,,0,0,,0,2,2,0,0,0,0,0,4,+7,13.8,97.2
2018-03-10,Bryn Forbes,SAS,OKC,R,5.816666666666666,4,6,.667,2,2,1.000,0,0,,0,0,0,0,0,0,0,1,10,+11,48.0,97.2
2018-03-10,Brandon Paul,SAS,OKC,R,1.3,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+2,35.8,97.2
2018-03-10,Team Totals,SAS,OKC,R,240.0,40,86,.465,10,20,.500,4,7,.571,6,37,43,26,6,3,14,22,94,,100.0,97.2
2018-03-10,Paul George,OKC,SAS,H,36.833333333333336,4,16,.250,1,8,.125,2,2,1.000,0,9,9,5,1,2,4,3,11,-7,24.6,97.2
2018-03-10,Russell Westbrook,OKC,SAS,H,35.55,7,15,.467,0,1,.000,7,11,.636,1,11,12,10,1,0,5,1,21,+1,30.3,97.2
2018-03-10,Carmelo Anthony,OKC,SAS,H,31.55,1,7,.143,0,3,.000,0,0,,1,6,7,2,1,1,2,1,2,-13,12.4,97.2
2018-03-10,Corey Brewer,OKC,SAS,H,29.816666666666666,4,7,.571,2,2,1.000,2,2,1.000,0,3,3,0,1,1,0,1,12,+3,11.5,97.2
2018-03-10,Steven Adams,OKC,SAS,H,17.45,4,8,.500,0,0,,0,0,,1,0,1,0,1,0,2,4,8,+3,24.9,97.2
2018-03-10,Patrick Patterson,OKC,SAS,H,20.55,4,7,.571,2,4,.500,0,0,,2,2,4,2,1,0,0,0,10,+15,14.8,97.2
2018-03-10,Jerami Grant,OKC,SAS,H,20.033333333333335,5,5,1.000,1,1,1.000,4,7,.571,3,5,8,0,0,0,0,0,15,+17,17.5,97.2
2018-03-10,Alex Abrines,OKC,SAS,H,17.583333333333332,4,6,.667,3,4,.750,0,0,,1,1,2,0,0,0,0,1,11,+7,14.8,97.2
2018-03-10,Raymond Felton,OKC,SAS,H,12.45,1,5,.200,0,2,.000,0,0,,0,0,0,5,1,0,1,0,2,+9,20.9,97.2
2018-03-10,Josh Huestis,OKC,SAS,H,11.766666666666667,2,4,.500,1,3,.333,0,0,,1,0,1,0,1,0,0,1,5,+17,14.8,97.2
2018-03-10,Nick Collison,OKC,SAS,H,6.416666666666667,3,5,.600,0,0,,1,2,.500,1,1,2,0,0,0,1,1,7,-2,46.6,97.2
2018-03-10,Team Totals,OKC,SAS,H,240.0,39,85,.459,10,28,.357,16,24,.667,11,38,49,24,8,4,15,13,104,,100.0,97.2
2018-03-11,Kris Dunn,CHI,ATL,R,30.6,5,13,.385,2,4,.500,1,2,.500,1,1,2,5,3,0,1,4,13,-17,21.0,98.5
2018-03-11,Lauri Markkanen,CHI,ATL,R,29.033333333333335,6,13,.462,1,5,.200,6,6,1.000,2,6,8,0,1,1,1,2,19,-15,24.7,98.5
2018-03-11,Zach LaVine,CHI,ATL,R,28.366666666666667,7,16,.438,3,8,.375,4,4,1.000,0,1,1,3,0,1,1,3,21,-8,28.5,98.5
2018-03-11,David Nwaba,CHI,ATL,R,22.766666666666666,3,4,.750,2,2,1.000,2,4,.500,0,3,3,2,1,0,0,5,10,-5,10.9,98.5
2018-03-11,Robin Lopez,CHI,ATL,R,12.0,2,6,.333,0,0,,0,0,,2,0,2,1,0,1,0,1,4,-14,21.6,98.5
2018-03-11,Bobby Portis,CHI,ATL,R,27.083333333333332,9,16,.563,2,5,.400,1,1,1.000,5,5,10,5,1,0,0,3,21,+21,26.2,98.5
2018-03-11,Denzel Valentine,CHI,ATL,R,26.316666666666666,5,10,.500,2,4,.500,0,0,,1,5,6,7,1,0,2,3,12,+11,19.7,98.5
2018-03-11,Noah Vonleh,CHI,ATL,R,18.933333333333334,3,8,.375,2,5,.400,0,0,,0,8,8,2,0,1,0,0,8,+20,18.2,98.5
2018-03-11,Antonio Blakeney,CHI,ATL,R,18.55,6,9,.667,2,3,.667,0,0,,0,3,3,1,1,0,0,2,14,+16,20.9,98.5
2018-03-11,Cameron Payne,CHI,ATL,R,17.4,2,3,.667,1,1,1.000,2,2,1.000,1,1,2,4,2,0,0,0,7,+24,9.6,98.5
2018-03-11,Cristiano Felicio,CHI,ATL,R,8.95,0,0,,0,0,,0,0,,1,1,2,1,0,0,0,1,0,+2,0.0,98.5
2018-03-11,Team Totals,CHI,ATL,R,240.0,48,98,.490,17,37,.459,16,19,.842,13,34,47,31,10,4,5,24,129,,100.0,98.5
2018-03-11,Taurean Waller-Prince,ATL,CHI,H,35.333333333333336,11,18,.611,7,13,.538,9,10,.900,0,6,6,7,1,0,2,1,38,+10,31.1,98.5
2018-03-11,Dewayne Dedmon,ATL,CHI,H,30.6,4,6,.667,1,2,.500,1,1,1.000,2,7,9,2,1,1,2,1,10,-9,12.4,98.5
2018-03-11,Isaiah Taylor,ATL,CHI,H,27.033333333333335,3,7,.429,0,0,,1,2,.500,0,1,1,8,0,0,3,5,7,+4,18.1,98.5
2018-03-11,John Collins,ATL,CHI,H,26.616666666666667,5,8,.625,0,0,,5,6,.833,0,7,7,0,0,1,1,2,15,-6,19.7,98.5
2018-03-11,Kent Bazemore,ATL,CHI,H,12.383333333333333,2,5,.400,2,3,.667,0,0,,0,0,0,3,0,0,1,0,6,-7,21.8,98.5
2018-03-11,Tyler Dorsey,ATL,CHI,H,27.816666666666666,3,11,.273,1,7,.143,0,0,,0,3,3,3,0,1,0,1,7,-11,17.8,98.5
2018-03-11,Mike Muscala,ATL,CHI,H,22.6,7,9,.778,5,6,.833,0,0,,1,4,5,0,0,1,1,2,19,+4,19.9,98.5
2018-03-11,Josh Magette,ATL,CHI,H,21.916666666666668,2,6,.333,1,3,.333,2,2,1.000,1,1,2,8,0,0,1,0,7,+2,16.2,98.5
2018-03-11,Miles Plumlee,ATL,CHI,H,16.183333333333334,1,3,.333,0,0,,0,0,,1,6,7,0,0,1,3,1,2,-3,16.7,98.5
2018-03-11,Andrew White,ATL,CHI,H,13.766666666666667,2,6,.333,2,5,.400,1,1,1.000,0,1,1,0,0,0,0,1,7,-16,21.0,98.5
2018-03-11,Jaylen Morris,ATL,CHI,H,5.75,2,3,.667,0,1,.000,0,0,,0,1,1,1,0,0,1,0,4,-3,31.3,98.5
2018-03-11,Team Totals,ATL,CHI,H,240.0,42,82,.512,19,40,.475,19,22,.864,5,37,42,32,2,5,15,14,122,,100.0,98.5
2018-03-11,Victor Oladipo,IND,BOS,R,35.65,10,20,.500,2,5,.400,5,5,1.000,1,2,3,4,3,1,4,1,27,+4,34.1,94.8
2018-03-11,Myles Turner,IND,BOS,R,35.5,8,13,.615,3,4,.750,0,0,,2,8,10,0,1,3,0,4,19,0,17.0,94.8
2018-03-11,Bojan Bogdanovic,IND,BOS,R,28.7,4,7,.571,4,5,.800,2,2,1.000,0,3,3,3,0,1,1,2,14,-1,14.4,94.8
2018-03-11,Cory Joseph,IND,BOS,R,28.583333333333332,3,7,.429,2,2,1.000,0,0,,1,5,6,3,1,0,3,1,8,-4,16.2,94.8
2018-03-11,Thaddeus Young,IND,BOS,R,22.9,2,7,.286,0,2,.000,0,0,,2,2,4,2,0,0,5,4,4,-6,24.3,94.8
2018-03-11,Darren Collison,IND,BOS,R,24.233333333333334,0,2,.000,0,0,,2,2,1.000,0,2,2,10,1,0,3,1,2,+7,11.3,94.8
2018-03-11,Trevor Booker,IND,BOS,R,18.783333333333335,2,7,.286,0,1,.000,0,0,,0,2,2,2,0,2,1,2,4,-3,19.8,94.8
2018-03-11,Domantas Sabonis,IND,BOS,R,18.55,5,9,.556,0,0,,0,0,,0,6,6,0,2,0,1,1,10,+9,25.0,94.8
2018-03-11,Lance Stephenson,IND,BOS,R,14.416666666666666,2,5,.400,0,1,.000,0,1,.000,0,3,3,1,0,0,0,2,4,-6,17.5,94.8
2018-03-11,Glenn Robinson,IND,BOS,R,12.683333333333334,3,4,.750,1,2,.500,0,0,,0,0,0,1,1,0,0,2,7,+10,14.6,94.8
2018-03-11,Team Totals,IND,BOS,R,240.0,39,81,.481,12,22,.545,9,10,.900,6,33,39,26,9,7,18,20,99,,100.0,94.8
2018-03-11,Marcus Smart,BOS,IND,H,35.65,6,13,.462,6,12,.500,2,2,1.000,2,5,7,8,4,0,4,0,20,-4,22.7,94.8
2018-03-11,Jayson Tatum,BOS,IND,H,34.43333333333333,5,11,.455,2,4,.500,7,8,.875,0,5,5,3,1,2,2,3,19,-4,21.7,94.8
2018-03-11,Marcus Morris,BOS,IND,H,31.616666666666667,5,13,.385,0,6,.000,0,0,,0,4,4,2,1,0,1,1,10,+3,20.0,94.8
2018-03-11,Aron Baynes,BOS,IND,H,19.133333333333333,3,9,.333,0,1,.000,0,0,,4,1,5,2,1,0,1,0,6,+6,23.6,94.8
2018-03-11,Kyrie Irving,BOS,IND,H,15.916666666666666,3,6,.500,1,3,.333,0,0,,1,3,4,1,1,0,3,0,7,+11,25.5,94.8
2018-03-11,Terry Rozier,BOS,IND,H,33.75,5,13,.385,3,8,.375,3,5,.600,0,6,6,2,0,0,2,2,16,-6,23.0,94.8
2018-03-11,Daniel Theis,BOS,IND,H,19.383333333333333,2,4,.500,0,1,.000,1,1,1.000,1,2,3,2,0,1,0,2,5,-2,10.3,94.8
2018-03-11,Greg Monroe,BOS,IND,H,16.866666666666667,4,7,.571,0,0,,0,0,,1,3,4,2,0,2,1,3,8,-10,21.4,94.8
2018-03-11,Shane Larkin,BOS,IND,H,16.533333333333335,0,4,.000,0,2,.000,2,2,1.000,0,1,1,3,2,0,1,1,2,+1,16.1,94.8
2018-03-11,Semi Ojeleye,BOS,IND,H,8.983333333333333,1,1,1.000,0,0,,0,1,.000,1,0,1,0,0,0,0,1,2,+1,7.2,94.8
2018-03-11,Abdel Nader,BOS,IND,H,7.716666666666667,0,0,,0,0,,2,2,1.000,0,2,2,1,0,0,1,0,2,-4,11.0,94.8
2018-03-11,Kadeem Allen,BOS,IND,H,0.016666666666666666,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2,0.0,94.8
2018-03-11,Team Totals,BOS,IND,H,240.0,34,81,.420,12,37,.324,17,21,.810,10,32,42,26,10,5,16,13,97,,100.0,94.8
2018-03-11,Robert Covington,PHI,BRK,R,28.716666666666665,6,10,.600,3,7,.429,4,6,.667,0,5,5,4,1,2,0,2,19,+13,18.9,97.5
2018-03-11,Ben Simmons,PHI,BRK,R,28.65,4,9,.444,0,0,,3,4,.750,1,5,6,6,0,0,1,3,11,+6,17.6,97.5
2018-03-11,Joel Embiid,PHI,BRK,R,26.466666666666665,9,17,.529,1,2,.500,2,4,.500,3,5,8,3,1,1,2,1,21,+19,33.6,97.5
2018-03-11,Dario Saric,PHI,BRK,R,24.116666666666667,8,11,.727,2,4,.500,0,1,.000,2,4,6,3,1,2,2,4,18,+9,23.9,97.5
2018-03-11,J.J. Redick,PHI,BRK,R,24.05,5,10,.500,1,4,.250,1,2,.500,0,0,0,2,0,0,0,0,12,+13,19.4,97.5
2018-03-11,T.J. McConnell,PHI,BRK,R,28.683333333333334,5,9,.556,0,0,,0,0,,1,3,4,6,4,0,3,3,10,+16,17.9,97.5
2018-03-11,Ersan Ilyasova,PHI,BRK,R,26.616666666666667,5,10,.500,0,1,.000,1,1,1.000,3,10,13,1,3,0,0,5,11,+18,16.8,97.5
2018-03-11,Marco Belinelli,PHI,BRK,R,24.916666666666668,6,10,.600,1,4,.250,0,0,,1,1,2,1,0,0,0,0,13,+18,17.2,97.5
2018-03-11,Richaun Holmes,PHI,BRK,R,16.233333333333334,1,6,.167,0,2,.000,0,0,,1,1,2,5,2,2,0,0,2,+4,15.9,97.5
2018-03-11,Justin Anderson,PHI,BRK,R,6.0,1,3,.333,1,2,.500,0,0,,0,2,2,0,0,0,1,1,3,-1,28.6,97.5
2018-03-11,Timothe Luwawu-Cabarrot,PHI,BRK,R,5.55,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,0,0.0,97.5
2018-03-11,Team Totals,PHI,BRK,R,240.0,50,95,.526,9,26,.346,11,18,.611,12,36,48,33,12,7,9,19,120,,100.0,97.5
2018-03-11,Spencer Dinwiddie,BRK,PHI,H,28.933333333333334,5,14,.357,0,1,.000,3,3,1.000,2,1,3,6,1,0,1,2,13,-15,23.8,97.5
2018-03-11,D'Angelo Russell,BRK,PHI,H,28.166666666666668,9,17,.529,4,8,.500,4,5,.800,2,2,4,4,0,0,3,4,26,-24,33.3,97.5
2018-03-11,DeMarre Carroll,BRK,PHI,H,24.783333333333335,1,9,.111,0,2,.000,4,4,1.000,1,5,6,0,0,1,1,0,6,-12,20.1,97.5
2018-03-11,Allen Crabbe,BRK,PHI,H,24.383333333333333,1,4,.250,1,4,.250,0,0,,0,3,3,0,1,1,3,2,3,-6,12.1,97.5
2018-03-11,Jarrett Allen,BRK,PHI,H,15.716666666666667,2,6,.333,0,1,.000,2,2,1.000,2,4,6,0,0,0,0,2,6,-7,18.5,97.5
2018-03-11,Caris LeVert,BRK,PHI,H,26.65,2,5,.400,1,2,.500,5,6,.833,0,2,2,5,1,0,2,1,10,-13,15.3,97.5
2018-03-11,Joe Harris,BRK,PHI,H,25.75,1,5,.200,1,4,.250,2,2,1.000,1,0,1,0,0,1,2,3,5,-15,12.9,97.5
2018-03-11,Rondae Hollis-Jefferson,BRK,PHI,H,22.883333333333333,6,9,.667,0,0,,0,0,,0,6,6,1,0,1,2,1,12,-15,20.3,97.5
2018-03-11,Dante Cunningham,BRK,PHI,H,17.033333333333335,2,7,.286,1,3,.333,0,0,,4,2,6,1,1,1,2,1,5,-12,22.3,97.5
2018-03-11,Nik Stauskas,BRK,PHI,H,6.633333333333333,1,3,.333,1,2,.500,1,2,.500,0,2,2,0,1,0,0,0,4,+1,12.7,97.5
2018-03-11,Quincy Acy,BRK,PHI,H,6.633333333333333,1,2,.500,1,1,1.000,0,0,,0,1,1,0,0,0,0,1,3,+1,12.7,97.5
2018-03-11,Timofey Mozgov,BRK,PHI,H,6.633333333333333,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,+1,24.7,97.5
2018-03-11,Jahlil Okafor,BRK,PHI,H,5.8,2,3,.667,0,0,,0,0,,1,0,1,0,0,0,1,1,4,+1,29.2,97.5
2018-03-11,Team Totals,BRK,PHI,H,240.0,33,85,.388,10,28,.357,21,24,.875,13,29,42,17,5,5,18,19,97,,100.0,97.5
2018-03-11,Trevor Ariza,HOU,DAL,R,34.5,1,10,.100,1,9,.111,0,0,,0,2,2,2,0,1,2,4,3,+22,16.5,92.6
2018-03-11,Eric Gordon,HOU,DAL,R,30.883333333333333,9,16,.563,6,11,.545,2,2,1.000,0,4,4,2,1,0,2,4,26,+27,29.0,92.6
2018-03-11,Chris Paul,HOU,DAL,R,30.216666666666665,9,18,.500,4,7,.571,2,2,1.000,0,5,5,12,0,0,2,4,24,+31,32.8,92.6
2018-03-11,Clint Capela,HOU,DAL,R,23.266666666666666,2,3,.667,0,0,,0,2,.000,0,8,8,0,0,2,1,1,4,+7,10.0,92.6
2018-03-11,P.J. Tucker,HOU,DAL,R,20.016666666666666,3,5,.600,2,3,.667,2,2,1.000,1,3,4,1,1,0,1,2,10,+17,16.3,92.6
2018-03-11,Luc Mbah a Moute,HOU,DAL,R,32.083333333333336,3,7,.429,1,5,.200,0,0,,0,2,2,1,1,0,2,1,7,-7,13.3,92.6
2018-03-11,Joe Johnson,HOU,DAL,R,26.533333333333335,5,9,.556,0,1,.000,2,2,1.000,0,5,5,2,0,0,1,3,12,-4,19.5,92.6
2018-03-11,Tarik Black,HOU,DAL,R,22.05,2,3,.667,0,0,,2,4,.500,5,4,9,0,1,2,0,3,6,+9,10.2,92.6
2018-03-11,Gerald Green,HOU,DAL,R,20.45,5,13,.385,3,9,.333,0,0,,0,6,6,1,1,0,0,0,13,+13,30.2,92.6
2018-03-11,Team Totals,HOU,DAL,R,240.0,39,84,.464,17,45,.378,10,14,.714,6,39,45,21,5,5,11,22,105,,100.0,92.6
2018-03-11,Harrison Barnes,DAL,HOU,H,31.666666666666668,4,16,.250,2,6,.333,4,8,.500,0,5,5,3,0,0,0,1,14,-23,26.4,92.6
2018-03-11,Dennis Smith,DAL,HOU,H,30.733333333333334,2,12,.167,0,3,.000,0,0,,1,1,2,4,1,0,3,3,4,-21,20.9,92.6
2018-03-11,Yogi Ferrell,DAL,HOU,H,29.116666666666667,1,8,.125,0,4,.000,0,0,,0,6,6,2,0,0,1,1,2,-29,13.3,92.6
2018-03-11,Dwight Powell,DAL,HOU,H,22.85,9,11,.818,1,1,1.000,1,2,.500,3,2,5,0,1,0,0,2,20,-25,22.3,92.6
2018-03-11,Dirk Nowitzki,DAL,HOU,H,22.183333333333334,5,11,.455,1,6,.167,2,2,1.000,1,5,6,1,0,1,0,0,13,-27,23.0,92.6
2018-03-11,Doug McDermott,DAL,HOU,H,26.783333333333335,1,7,.143,0,3,.000,2,2,1.000,0,3,3,1,0,0,2,4,4,+8,15.8,92.6
2018-03-11,Kyle Collinsworth,DAL,HOU,H,25.266666666666666,2,6,.333,1,1,1.000,0,0,,6,4,10,2,1,1,2,4,5,-2,13.6,92.6
2018-03-11,J.J. Barea,DAL,HOU,H,23.183333333333334,2,9,.222,0,5,.000,0,0,,1,0,1,13,1,0,1,1,4,-1,18.5,92.6
2018-03-11,Nerlens Noel,DAL,HOU,H,15.166666666666666,5,8,.625,0,1,.000,0,0,,1,8,9,1,1,0,0,1,10,+9,22.6,92.6
2018-03-11,Jameel Warney,DAL,HOU,H,8.0,2,4,.500,0,0,,1,2,.500,3,1,4,0,0,0,0,1,5,-2,26.2,92.6
2018-03-11,Johnathan Motley,DAL,HOU,H,3.066666666666667,0,1,.000,0,0,,1,2,.500,1,1,2,0,0,0,1,0,1,+3,40.3,92.6
2018-03-11,Maxi Kleber,DAL,HOU,H,1.9833333333333334,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,-5,21.6,92.6
2018-03-11,Team Totals,DAL,HOU,H,240.0,33,94,.351,5,31,.161,11,18,.611,17,36,53,27,5,2,10,18,82,,100.0,92.6
2018-03-11,De'Aaron Fox,SAC,DEN,R,30.366666666666667,4,9,.444,0,2,.000,4,6,.667,0,3,3,9,0,0,0,2,12,-22,17.4,96.2
2018-03-11,Justin Jackson,SAC,DEN,R,27.933333333333334,3,5,.600,1,3,.333,1,2,.500,0,1,1,0,0,0,0,3,8,-19,9.6,96.2
2018-03-11,Bogdan Bogdanovic,SAC,DEN,R,23.4,2,10,.200,1,7,.143,1,2,.500,1,0,1,3,0,0,1,2,6,-26,23.1,96.2
2018-03-11,Zach Randolph,SAC,DEN,R,21.966666666666665,6,14,.429,0,2,.000,0,0,,0,5,5,3,0,0,2,3,12,-24,33.2,96.2
2018-03-11,Kosta Koufos,SAC,DEN,R,19.866666666666667,7,10,.700,0,0,,0,0,,1,9,10,0,1,0,0,2,14,-24,22.9,96.2
2018-03-11,Willie Cauley-Stein,SAC,DEN,R,30.25,4,11,.364,1,1,1.000,3,4,.750,3,5,8,3,1,0,0,2,12,-8,19.2,96.2
2018-03-11,Buddy Hield,SAC,DEN,R,27.133333333333333,8,15,.533,2,6,.333,0,0,,1,4,5,4,0,1,0,1,18,-1,25.2,96.2
2018-03-11,Garrett Temple,SAC,DEN,R,19.8,2,5,.400,1,3,.333,2,2,1.000,0,0,0,0,0,0,0,2,7,+1,13.5,96.2
2018-03-11,Frank Mason,SAC,DEN,R,17.633333333333333,2,6,.333,0,2,.000,6,6,1.000,0,2,2,2,0,0,0,1,10,-4,22.3,96.2
2018-03-11,Bruno Caboclo,SAC,DEN,R,13.116666666666667,1,3,.333,0,2,.000,3,4,.750,1,2,3,1,1,0,0,2,5,+1,16.5,96.2
2018-03-11,Vince Carter,SAC,DEN,R,8.533333333333333,0,3,.000,0,3,.000,0,0,,0,0,0,0,0,0,0,1,0,-4,16.0,96.2
2018-03-11,Team Totals,SAC,DEN,R,240.0,39,91,.429,6,31,.194,20,26,.769,7,31,38,25,3,1,3,21,104,,100.0,96.2
2018-03-11,Gary Harris,DEN,SAC,H,32.53333333333333,9,16,.563,2,9,.222,1,1,1.000,0,1,1,2,0,0,0,1,21,+27,23.0,96.2
2018-03-11,Nikola Jokic,DEN,SAC,H,29.55,8,10,.800,4,4,1.000,0,0,,0,11,11,10,2,1,2,1,20,+33,18.5,96.2
2018-03-11,Jamal Murray,DEN,SAC,H,28.916666666666668,8,16,.500,2,7,.286,2,2,1.000,0,3,3,5,0,0,1,0,20,+27,28.2,96.2
2018-03-11,Wilson Chandler,DEN,SAC,H,26.45,6,9,.667,2,3,.667,2,4,.500,3,3,6,3,0,1,0,1,16,+23,18.6,96.2
2018-03-11,Paul Millsap,DEN,SAC,H,23.766666666666666,2,6,.333,0,2,.000,2,5,.400,2,7,9,4,0,0,0,2,6,+32,15.7,96.2
2018-03-11,Will Barton,DEN,SAC,H,24.383333333333333,3,5,.600,0,1,.000,3,3,1.000,0,6,6,4,0,0,1,3,9,+3,13.7,96.2
2018-03-11,Devin Harris,DEN,SAC,H,20.383333333333333,4,7,.571,3,6,.500,0,1,.000,0,1,1,1,0,0,2,5,11,-1,21.1,96.2
2018-03-11,Mason Plumlee,DEN,SAC,H,20.283333333333335,3,5,.600,0,0,,1,1,1.000,2,2,4,3,0,2,1,2,7,-4,14.5,96.2
2018-03-11,Trey Lyles,DEN,SAC,H,18.183333333333334,5,9,.556,0,1,.000,4,4,1.000,0,8,8,3,0,0,0,2,14,-5,27.0,96.2
2018-03-11,Malik Beasley,DEN,SAC,H,6.8,1,3,.333,1,2,.500,0,0,,1,1,2,1,0,0,0,0,3,-4,20.1,96.2
2018-03-11,Richard Jefferson,DEN,SAC,H,4.8,0,0,,0,0,,0,0,,0,0,0,2,0,0,0,0,0,+1,0.0,96.2
2018-03-11,Darrell Arthur,DEN,SAC,H,3.95,1,3,.333,1,2,.500,0,0,,0,0,0,0,0,0,0,0,3,-2,34.6,96.2
2018-03-11,Team Totals,DEN,SAC,H,240.0,50,89,.562,15,37,.405,15,21,.714,8,43,51,38,2,4,7,17,130,,100.0,96.2
2018-03-11,LeBron James,CLE,LAL,R,31.45,9,20,.450,2,8,.250,4,5,.800,2,8,10,7,1,1,2,0,24,-13,33.5,100.9
2018-03-11,George Hill,CLE,LAL,R,27.133333333333333,4,8,.500,1,3,.333,0,0,,0,0,0,3,0,0,1,3,9,-9,14.5,100.9
2018-03-11,Larry Nance,CLE,LAL,R,26.1,7,12,.583,0,1,.000,2,2,1.000,3,5,8,1,0,0,2,5,16,-5,24.9,100.9
2018-03-11,J.R. Smith,CLE,LAL,R,22.833333333333332,1,7,.143,1,3,.333,0,0,,0,1,1,2,1,0,1,0,3,-4,15.3,100.9
2018-03-11,Jeff Green,CLE,LAL,R,22.033333333333335,2,8,.250,1,3,.333,2,2,1.000,0,3,3,0,0,1,0,3,7,-5,17.6,100.9
2018-03-11,Kyle Korver,CLE,LAL,R,28.483333333333334,4,6,.667,4,5,.800,0,0,,0,4,4,0,0,1,1,2,12,-13,10.7,100.9
2018-03-11,Jose Calderon,CLE,LAL,R,20.65,4,5,.800,1,2,.500,5,6,.833,0,1,1,2,1,0,2,3,14,-3,20.3,100.9
2018-03-11,Ante Zizic,CLE,LAL,R,19.783333333333335,7,9,.778,0,0,,1,2,.500,2,5,7,0,0,2,1,1,15,-6,24.0,100.9
2018-03-11,John Holland,CLE,LAL,R,18.75,2,5,.400,2,3,.667,3,4,.750,0,3,3,2,1,0,0,0,9,-2,15.7,100.9
2018-03-11,Jordan Clarkson,CLE,LAL,R,16.383333333333333,1,8,.125,0,3,.000,2,2,1.000,0,0,0,4,0,0,2,1,4,-17,28.9,100.9
2018-03-11,London Perrantes,CLE,LAL,R,6.4,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+7,0.0,100.9
2018-03-11,Team Totals,CLE,LAL,R,240.0,41,88,.466,12,31,.387,19,23,.826,7,30,37,22,4,5,12,18,113,,100.0,100.9
2018-03-11,Kyle Kuzma,LAL,CLE,H,38.8,4,14,.286,2,5,.400,4,4,1.000,1,9,10,2,0,0,1,3,14,+14,17.6,100.9
2018-03-11,Julius Randle,LAL,CLE,H,37.983333333333334,14,18,.778,0,0,,8,10,.800,6,8,14,7,1,2,4,3,36,+19,28.3,100.9
2018-03-11,Kentavious Caldwell-Pope,LAL,CLE,H,37.666666666666664,7,13,.538,4,8,.500,2,2,1.000,2,4,6,1,2,0,2,2,20,+15,17.2,100.9
2018-03-11,Brook Lopez,LAL,CLE,H,32.766666666666666,10,18,.556,2,4,.500,0,0,,2,6,8,4,1,2,1,3,22,+13,23.6,100.9
2018-03-11,Lonzo Ball,LAL,CLE,H,31.516666666666666,2,11,.182,1,6,.167,0,0,,0,3,3,7,1,0,0,2,5,-1,14.2,100.9
2018-03-11,Isaiah Thomas,LAL,CLE,H,30.733333333333334,7,16,.438,2,7,.286,4,4,1.000,3,2,5,9,1,0,5,3,20,+18,30.2,100.9
